glocalization;global;localization;0;CookWordSpy;
gorno;gore;porno;0;CookWordSpy;
grandboomer;grandparent;baby boomer;0;CookWordSpy;
grasscycle;grass;recycle;0;CookWordSpy;
grasstops;grassroots;tops;0;CookWordSpy;
greenwash;green;whitewash;0;CookWordSpy;
groceraunt;grocery;restaurant;0;CookWordSpy;
guyliner;guy;eyeliner;0;CookWordSpy;
hacktivist;hack;activist;0;CookWordSpy;
hand-me-up;hand-me-down;up;0;CookWordSpy;
handicapitalism;handicap;capitalism;0;CookWordSpy;
hasbian;has-been;lesbian;0;CookWordSpy;
hathos;hate;pathos;0;CookWordSpy;
hectivity;hectic;activity;0;CookWordSpy;
herdware;herd;software;0;CookWordSpy;
heroinware;heroin;software;0;CookWordSpy;
heteroflexible;heterosexual;flexible;0;CookWordSpy;
himbo;him;bimbo;0;CookWordSpy;
homepreneur;home;entrepreneur;0;CookWordSpy;
homo-hop;homosexual;hip-hop;0;CookWordSpy;
honeynet;honey pot;net;0;CookWordSpy;
hydrail;hydrogen;rail;0;CookWordSpy;
ignoranus;ignorant;anus;0;CookWordSpy;
infomediary;information;intermediary;0;CookWordSpy;
infostructure;information;infrastructure;0;CookWordSpy;
inshore;in;offshore;0;CookWordSpy;
intellidate;intelligent;date;0;CookWordSpy;
invacuate;in;evacuate;0;CookWordSpy;
investomer;investor;customer;0;CookWordSpy;
irritainment;irritate;entertainment;0;CookWordSpy;
jetiquette;jet;etiquette;0;CookWordSpy;
jumbrella;jumbo;umbrella;0;CookWordSpy;
kiddiot;kid;idiot;0;CookWordSpy;
kidfluence;kid;influence;0;CookWordSpy;
killboard;kill;billboard;0;CookWordSpy;
knowbie;know;newbie;0;CookWordSpy;
lifecast;life;broadcast;0;CookWordSpy;
logic-tight;logic;water-tight;0;CookWordSpy;
luser;loser;user;0;CookWordSpy;
maffluent;mass;affluent;0;CookWordSpy;
magalogue;magazine;catalogue;0;CookWordSpy;
makeunder;makeover;under;0;CookWordSpy;
mallternative;mall;alternative;0;CookWordSpy;
malternative;malt;alternative;0;CookWordSpy;
mancation;man;vacation;0;CookWordSpy;
manny;man;nanny;0;CookWordSpy;
manscape;man;landscape;0;CookWordSpy;
marketecture;market;architecture;0;CookWordSpy;
masstige;mass;prestige;0;CookWordSpy;
mathlete;math;athlete;0;CookWordSpy;
me-moir;me;memoir;0;CookWordSpy;
mechatronics;mechanic;electronics;0;CookWordSpy;
melt-up;meltdown;up;0;CookWordSpy;
middlescence;middle;adolescence;0;CookWordSpy;
militainment;military;entertainment;0;CookWordSpy;
millionerd;millionaire;nerd;0;CookWordSpy;
minds-on;mind;hands-on;0;CookWordSpy;
mobisode;mobile;episode;0;CookWordSpy;
mockbuster;mock;blockbuster;0;CookWordSpy;
moletronics;molecular;electronics;0;CookWordSpy;
momic;mom;comic;0;CookWordSpy;
movieoke;movie;karaoke;0;CookWordSpy;
murderabilia;murder;memorabilia;0;CookWordSpy;
nearshore;near;offshore;0;CookWordSpy;
newater;new;water;0;CookWordSpy;
newpeat;new;repeat;0;CookWordSpy;
newszak;news;muzak;0;CookWordSpy;
nicotini;nicotine;martini;0;CookWordSpy;
nutraceutical;nutrition;pharmaceutical;0;CookWordSpy;
optionaire;option;millionaire;0;CookWordSpy;
paperazzi;paper;paparazzi;0;CookWordSpy;
passface;password;face;0;CookWordSpy;
passthought;password;thought;0;CookWordSpy;
pedlock;pedestrian;gridlock;0;CookWordSpy;
pencil-whip;pencil;horsewhip;0;CookWordSpy;
peoplerazzi;people;paparazzi;0;CookWordSpy;
philanthropreneur;philanthropy;entrepreneur;0;CookWordSpy;
pickade;picket;blockade;0;CookWordSpy;
pinkwash;pink;whitewash;0;CookWordSpy;
plantibody;plant;antibody;0;CookWordSpy;
podcatch;podcast;catch;0;CookWordSpy;
politainer;politician;entertainer;0;CookWordSpy;
pollutician;pollute;politician;0;CookWordSpy;
poorism;poor;tourism;0;CookWordSpy;
pop-under;pop-up;under;0;CookWordSpy;
popsical;pop;classical;0;CookWordSpy;
potrepreneur;pot;entrepreneur;0;CookWordSpy;
potscape;pot;landscape;0;CookWordSpy;
predictionary;predict;dictionary;0;CookWordSpy;
privatopia;private;utopia;0;CookWordSpy;
promo-tainment;promote;entertainment;0;CookWordSpy;
prooflisten;proofread;listen;0;CookWordSpy;
prosumer;producer;consumer;0;CookWordSpy;
pubilect;puberty;dialect;0;CookWordSpy;
puggle;pug;beagle;0;CookWordSpy;
pumpkineer;pumpkin;engineer;0;CookWordSpy;
racino;racetrack;casino;0;CookWordSpy;
ransomware;ransom;software;0;CookWordSpy;
red-chip;red;blue-chip;0;CookWordSpy;
redfellas;red;goodfella;0;CookWordSpy;
reprogenetics;reproduce;genetics;0;CookWordSpy;
requel;repeat;sequel;0;CookWordSpy;
rightshore;right;offshore;0;CookWordSpy;
rightsize;right;downsize;0;CookWordSpy;
ringxiety;ring;anxiety;0;CookWordSpy;
rumorazzi;rumor;paparazzi;0;CookWordSpy;
ruralpolitan;rural;metropolitan;0;CookWordSpy;
rurban;rural;urban;0;CookWordSpy;
schmooseoisie;schmooze;bourgeoisie;0;CookWordSpy;
scratchiti;scratch;graffiti;0;CookWordSpy;
screenager;screen;teenager;0;CookWordSpy;
sheeple;sheep;people;0;CookWordSpy;
shockumentary;shock;documentary;0;CookWordSpy;
shoefiti;shoe;graffiti;0;CookWordSpy;
sideload;side;download;0;CookWordSpy;
sightjog;sightsee;jog;0;CookWordSpy;
sitcomedian;sitcom;comedian;0;CookWordSpy;
skitch;skate;hitch;0;CookWordSpy;
slackcom;slacker;sitcom;0;CookWordSpy;
slacktivism;slack;activism;0;CookWordSpy;
slanguist;slang;linguist;0;CookWordSpy;
slideware;slide;software;0;CookWordSpy;
slivercast;sliver;broadcast;0;CookWordSpy;
slowflation;slow;inflation;0;CookWordSpy;
smartifact;smart;artifact;0;CookWordSpy;
smartsize;smart;downsize;0;CookWordSpy;
smext;smoke;text;0;CookWordSpy;
smoke-easy;smoke;speak-easy;0;CookWordSpy;
smoxploitation;smoke;exploitation;0;CookWordSpy;
snaparazzi;snapshot;paparazzi;0;CookWordSpy;
snoopervision;snoop;supervision;0;CookWordSpy;
songlift;song;shoplift;0;CookWordSpy;
spamdex;spam;index;0;CookWordSpy;
spave;spend;save;0;CookWordSpy;
speako;speak;typo;0;CookWordSpy;
spime;space;time;0;CookWordSpy;
splog;spam;blog;0;CookWordSpy;
spyware;spy;software;0;CookWordSpy;
stalkumentary;stalk;documentary;0;CookWordSpy;
staycation;stay-at-home;vacation;0;CookWordSpy;
strollerobics;stroller;aerobics;0;CookWordSpy;
stuckholder;stuck;stockholder;0;CookWordSpy;
subvertisement;subversive;advertisement;0;CookWordSpy;
sunlight;sun;moonlight;0;CookWordSpy;
surfcaster;surf;forecaster;0;CookWordSpy;
surgicalist;surgeon;hospitalist;0;CookWordSpy;
synthespian;synthetic;thespian;0;CookWordSpy;
tankini;tank top;bikini;0;CookWordSpy;
tele-fusion;television;fusion;0;CookWordSpy;
teledensity;telephone;density;0;CookWordSpy;
telefelony;telephone;felony;0;CookWordSpy;
telematics;telecommunication;informatics;0;CookWordSpy;
tell-some;tell-all;some;0;CookWordSpy;
testilie;testify;lie;0;CookWordSpy;
thumboard;thumb;keyboard;0;CookWordSpy;
tofurkey;tofu;turkey;0;CookWordSpy;
tomacco;tomato;tobacco;0;CookWordSpy;
touron;tourist;moron;0;CookWordSpy;
tradigital;traditional;digital;0;CookWordSpy;
upcycle;up;recycle;0;CookWordSpy;
viewser;view;user;0;CookWordSpy;
vodcast;video;podcast;0;CookWordSpy;
voken;virtual;token;0;CookWordSpy;
voluntourism;volunteer;tourism;0;CookWordSpy;
vortal;vertical;portal;0;CookWordSpy;
warmedy;warm;comedy;0;CookWordSpy;
wasband;was;husband;0;CookWordSpy;
web-isode;web;episode;0;CookWordSpy;
webjack;web;highjack;0;CookWordSpy;
webmail;web;email;0;CookWordSpy;
webrarian;web;librarian;0;CookWordSpy;
websumer;web;consumer;0;CookWordSpy;
weddingmoon;wedding;honeymoon;0;CookWordSpy;
wire-fu;wire;kung-fu;0;CookWordSpy;
womenomics;women;economics;0;CookWordSpy;
wordnap;word;kidnap;0;CookWordSpy;
wordrobe;word;wardrobe;0;CookWordSpy;
yeardisc;yearbook;disc;0;CookWordSpy;
zitcom;zit;sitcom;0;CookWordSpy;
zorse;zebra;horse;0;CookWordSpy;
